council,council_lead,fmp,stock_orig,stock,shares_yn,shares_start_yr,shares_basis,shares_yrs_start,shares_yrs_start,individual_quota_share_perc_format,individual_annual_allocation_perc_format,share_cap,shares_transfer_yn,shares_owner,share_management,share_program,shares_notes,source,notes
NEFMC,NEFMC,Northeast Multispecies,American plaice - Gulf of Maine / Georges Bank,American plaice - Gulf of Maine / Georges Bank,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder - Southern New England / Mid-Atlantic,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,Winter flounder - Georges Bank,Winter flounder - Georges Bank,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,Winter flounder - Southern New England / Mid-Atlantic,Winter flounder - Southern New England / Mid-Atlantic,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,Acadian redfish - Gulf of Maine / Georges Bank,Acadian redfish - Gulf of Maine / Georges Bank,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NEFMC,NEFMC,Northeast Multispecies,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,y,2010,historical,1996,2006,5,,an entity is limited to 5% limited access northeast multispecies permits; 15.5 PSC (metric tonnes) for each allocated groundfish stock; and 232.5 PSC (metric tonnes) total PSC aggregated across all stocks,y,sector,New England Fishery Management Council,New England Multispecies Sectors,There are no established programs to assist new entrants into the groundfish sector fishery - opportunities to enter into the groundfish fishery remain the same as in the past (purchase of a vessel with an eligible limited access permit).,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Pacific cod - Bering Sea,Pacific cod - Bering Sea,y,2024,historical,2009,2019,5,5,"PCTC: QS & annual CQ: 5% harvester-issued, 20 percent of processor-issued; Amendment 80: person = 30%; vessel = 20%",y,PCTC: individual_processor; Amendment 80: individual_cooperative,NPFMC,Pacific Cod Trawl Catcher Program,"Amendment 80: individuals can transfer ownership of quota to cooperatives annually; Transfers must be approved by NMFS before they become effective. Once a CQ transfer has been approved by NMFS, the CQ account of the transferring cooperative is debited and the CQ account of the receiving cooperative is credited.",PCTC: https://www.fisheries.noaa.gov/s3/2023-08/PCTC-Small-Entity-Compliance-Guide-FAQ.pdf,PCTC catchshare program only for trawl CV subsector; Amendment 80 catchshare program only for non-AFA C/P vessels
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Pacific cod - Aleutian Islands,Pacific cod - Aleutian Islands,y,2024,historical,2009,2019,5,,"PCTC: QS & annual CQ: 5% harvester-issued, 20 percent of processor-issued; Amendment 80: person = 30%; vessel = 20%",y,PCTC: individual_processor; Amendment 80: individual_cooperative,NPFMC,Pacific Cod Trawl Catcher Program,"Amendment 80: individuals can transfer ownership of quota to cooperatives annually; Transfers must be approved by NMFS before they become effective. Once a CQ transfer has been approved by NMFS, the CQ account of the transferring cooperative is debited and the CQ account of the receiving cooperative is credited.",PCTC: https://www.fisheries.noaa.gov/s3/2023-08/PCTC-Small-Entity-Compliance-Guide-FAQ.pdf,PCTC catchshare program only for trawl CV subsector; Amendment 80 catchshare program only for non-AFA C/P vessels
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Red snapper - Gulf of Mexico,Red snapper - Gulf of Mexico,y,2007,historical,1990,2004,6.02,NA,6,y,individual,GMFMC,Red Snapper,"The qualifying time period for Class 1 licenses is 1990 through 2004. The qualifying time period for Class 2 licenses, and for Class 1 licences issued
on the basis of historical captain status, is 1998 through 2004. There is no allocation cap for the Red Snapper IFQ Program.",https://www.federalregister.gov/documents/2022/05/02/2022-09300/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico; https://noaa-sero.s3.amazonaws.com/drop-files/cs/Gulf+Reef+Fish+IFQ+FAQs_1Jan24.pdf,
MAFMC,MAFMC,Atlantic Surfclam and Ocean Quahog,Ocean quahog - Atlantic Coast,Ocean quahog - Atlantic Coast,y,1990,historical_vesselsize,1979,1988,40,40,quota share: 40; annual cage tags (annual allocation): 70,y,individual,Mid-Atlantic Fishery Management Council,Surf Clam and Ocean Quahog,"The ease of transferring ITQ quota share is evidenced by the large amount of ITQ quota share transferred each year. Council staff estimated that in 2016, 41 percent of the surfclam ITQ quota share and 26 percent of the ocean quahog ITQ quota share was temporarily transferred. These transactions included transfers 1) between industry entities through short- and long-term contracts; 2) between financial institutions holding ITQ quota share as collateral and industry entities; and 3) between related industry entities (e.g., transfers within a company or between different entities owned by the same company).; while the implementation of the IFQ program ended the moratorium on new entrants, it has not let to the entry of new participants because of the high cost of entry",https://www.federalregister.gov/documents/2022/11/23/2022-25469/fisheries-of-the-northeastern-united-states-amendment-20-to-the-atlantic-surfclam-and-ocean-quahog,
MAFMC,MAFMC,Atlantic Surfclam and Ocean Quahog,Atlantic surfclam - Mid-Atlantic Coast,Atlantic surfclam - Mid-Atlantic Coast,y,1990,historical_vesselsize,1979,1988,35,35,quota share: 35 annual cage tags (annual allocation): 65,y,individual,Mid-Atlantic Fishery Management Council,Surf Clam and Ocean Quahog,"The ease of transferring ITQ quota share is evidenced by the large amount of ITQ quota share transferred each year. Council staff estimated that in 2016, 41 percent of the surfclam ITQ quota share and 26 percent of the ocean quahog ITQ quota share was temporarily transferred. These transactions included transfers 1) between industry entities through short- and long-term contracts; 2) between financial institutions holding ITQ quota share as collateral and industry entities; and 3) between related industry entities (e.g., transfers within a company or between different entities owned by the same company).; while the implementation of the IFQ program ended the moratorium on new entrants, it has not let to the entry of new participants because of the high cost of entry",https://www.federalregister.gov/documents/2022/11/23/2022-25469/fisheries-of-the-northeastern-united-states-amendment-20-to-the-atlantic-surfclam-and-ocean-quahog,
PFMC,PFMC,Pacific Coast Groundfish,Sablefish - Pacific Coast,Sablefish - Pacific Coast,y,2002,formula_historic,1984,1994,,,,,,,US Pacific Sablefish Permit Stacking Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Arrowtooth flounder - Pacific Coast,Arrowtooth flounder - Pacific Coast,y,2011,formula,1994,2003,20,,IFQ vessel limit: 20%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Aurora rockfish - Pacific Coast,Aurora rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Big skate - Pacific Coast,Big skate - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - California,Black rockfish - California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - Oregon,Black rockfish - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - Washington,Black rockfish - Washington,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Blackgill rockfish - Southern California,Blackgill rockfish - Southern California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Bocaccio - Southern Pacific Coast,Bocaccio - Southern Pacific Coast,y,2011,formula,1994,2003,15.4,,IFQ vessel limit: 15.4%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Brown rockfish - Pacific Coast,Brown rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Cabezon - California,Cabezon - California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Cabezon - Oregon,Cabezon - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,California Blue and Deacon Rockfish Complex,Blue and Deacon Rockfish Complex - California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,California scorpionfish - Southern California,California scorpionfish - Southern California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Canary rockfish - Pacific Coast,Canary rockfish - Pacific Coast,y,2011,formula,1994,2003,10,,IFQ vessel limit: 10%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Chilipepper - Southern Pacific Coast,Chilipepper - Southern Pacific Coast,y,2011,formula,1994,2003,15,,IFQ vessel limit: 15%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Central Pacific Coast,China rockfish - Central Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Northern Pacific Coast,China rockfish - Northern Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Southern Pacific Coast,China rockfish - Southern Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Copper rockfish - Pacific Coast,Copper rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Cowcod - Southern California,Cowcod - Southern California,y,2011,formula,1994,2003,17.7,,IFQ vessel limit: 17.7%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Darkblotched rockfish - Pacific Coast,Darkblotched rockfish - Pacific Coast,y,2011,formula,1994,2003,6.8,,IFQ vessel limit: 6.8%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Dover sole - Pacific Coast,Dover sole - Pacific Coast,y,2011,formula,1994,2003,3.9,,IFQ vessel limit: 3.9%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,English sole - Pacific Coast,English sole - Pacific Coast,y,2011,formula,1994,2003,7.5,,IFQ vessel limit: 7.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Greenspotted rockfish - Pacific Coast,Greenspotted rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Greenstriped rockfish - Pacific Coast,Greenstriped rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Kelp greenling - Oregon,Kelp greenling - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Lingcod - Northern Pacific Coast,Lingcod - Northern Pacific Coast,y,2011,formula,1994,2003,5.3,,IFQ vessel limit: 5.3%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Lingcod - Southern Pacific Coast,Lingcod - Southern Pacific Coast,y,2011,formula,1994,2003,13.3,,IFQ vessel limit: 13.3%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Longnose skate - Pacific Coast,Longnose skate - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Longspine thornyhead - Pacific Coast,Longspine thornyhead - Pacific Coast,y,2011,formula,1994,2003,9,,IFQ vessel limit: 9%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Nearshore Rockfish North,Minor Nearshore Rockfish - North,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Nearshore Rockfish South,Minor Nearshore Rockfish - South,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Shelf Rockfish North,Minor Shelf Rockfish - North,y,2011,formula,1994,2003,7.5,,IFQ vessel limit: 7.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Shelf Rockfish South,Minor Shelf Rockfish - South,y,2011,formula,1994,2003,13.5,,IFQ vessel limit: 13.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Slope Rockfish North,Minor Slope Rockfish - North,y,2011,formula,1994,2003,7.5,,IFQ vessel limit: 7.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Slope Rockfish South,Minor Slope Rockfish - South,y,2011,formula,1994,2003,9,,IFQ vessel limit: 9%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Northern California Gopher / Black-and-Yellow Rockfish Complex,Gopher / Black-and-Yellow Rockfish Complex - Northern California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Oregon Blue and Deacon Rockfish Complex,Blue and Deacon Rockfish Complex - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Other Fish,Other Fish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
