"council","fmp","type","category","comm_name","species_orig","species","family"
"WPFMC","Fishery Ecosystem Plan for the Pacific Remote Island Areas","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Lace corals","Stylasteridae","Stylasteridae",NA
"WPFMC","Fishery Ecosystem Plan for the Pacific Remote Island Areas","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hydroid corals","Solanderidae","Solanderidae",NA
"WPFMC","Fishery Ecosystem Plan for the Pacific Remote Island Areas","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Segmented worms","Annelids","Annelids",NA
"WPFMC","Fishery Ecosystem Plan for the Pacific Remote Island Areas","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Seaweed","Algae","Algae",NA
"WPFMC","Fishery Ecosystem Plan for the Pacific Remote Island Areas","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Live rock","Live rock","Live rock",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Red snapper/silvermouth","Aphareus rutilans","Aphareus rutilans",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Gray snapper/jobfish","Aprion virescens","Aprion virescens",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Giant trevally/jack","Caranx ignobilis","Caranx ignobilis",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Black trevally/jack","Caranx lugubris","Caranx lugubris",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Blacktip grouper","Epinephelus fasciatus","Epinephelus fasciatus",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Lunartail grouper","Variola louti","Variola louti",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Red snapper","Etelis carbunculus","Etelis carbunculus",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Red snapper","Etelis coruscans","Etelis coruscans",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Ambon emperor","Lethrinus amboinensis","Lethrinus amboinensis",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Redgill emperor","Lethrinus rubrioperculatus","Lethrinus rubrioperculatus",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Blueline snapper","Lutjanus kasmira","Lutjanus kasmira",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Yellowtail snapper","Pristipomoides auricilla","Pristipomoides auricilla",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Pink snapper","Pristipomoides filamentosus","Pristipomoides filamentosus",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Yelloweye snapper","Pristipomoides flavipinnis","Pristipomoides flavipinnis",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Pink snapper","Pristipomoides seiboldii","Pristipomoides sieboldii",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Snapper","Pristipomoides zonatus","Pristipomoides zonatus",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Bottomfish MUs","Amberjack","Seriola dumerili","Seriola dumerili",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Crustacean MUs","Spiny lobster","Panulirus marginatus","Panulirus marginatus",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Crustacean MUs","Spiny lobster","Panulirus penicillatus","Panulirus penicillatus",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Crustacean MUs","Slipper lobster","Scyllaridae","Scyllaridae",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Crustacean MUs","Kona crab","Ranina ranina","Ranina ranina",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Crustacean MUs","Deepwater shrimp","Heterocarpus spp.","Heterocarpus spp.",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Pink coral (also known as red coral)","Corallium secundum","Corallium secundum",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Pink coral (also known as red coral)","Corallium regale","Hemicorallium regale",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Pink coral (also known as red coral)","Corallium laauense","Hemicorallium laauense",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Gold coral","Gerardia spp.","Gerardia spp.",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Gold coral","Narella spp.","Narella spp.",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Gold coral","Calyptrophora spp.","Calyptrophora spp.",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Bamboo coral","Lepidisis olapa","Lepidisis olapa",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Bamboo coral","Acanella spp.","Acanella spp.",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Black coral","Antipathes dichotoma","Antipathes dichotoma",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Black coral","Antipathes grandis","Antipathes grandis",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Precious Coral MUs","Black coral","Antipathes ulex","Myriopathes ulex",NA
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Orange-spot surgeonfish","Acanthurus olivaceus","Acanthurus olivaceus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowfin surgeonfish","Acanthurus xanthopterus","Acanthurus xanthopterus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Convict tang","Acanthurus triostegus","Acanthurus triostegus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Eye-striped surgeonfish","Acanthurus dussumieri","Acanthurus dussumieri","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blue-lined surgeon","Acanthurus nigroris","Acanthurus nigroris","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blue-banded surgeonfish","Acanthurus lineatus","Acanthurus lineatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blackstreak surgeonfish","Acanthurus nigricauda","Acanthurus nigricauda","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitecheek surgeonfish","Acanthurus nigricans","Acanthurus nigricans","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","White-spotted surgeonfish","Acanthurus guttatus","Acanthurus guttatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Ringtail surgeonfish","Acanthurus blochii","Acanthurus blochii","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Brown surgeonfish","Acanthurus nigrofuscus","Acanthurus nigrofuscus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Elongate surgeonfish","Acanthurus mata","Acanthurus mata","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Mimic surgeonfish","Acanthurus pyroferus","Acanthurus pyroferus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellow-eyed surgeonfish","Ctenochaetus strigosus","Ctenochaetus strigosus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Striped bristletooth","Ctenochaetus striatus","Ctenochaetus striatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Two-spot bristletooth","Ctenochaetus binotatus","Ctenochaetus binotatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bluespine unicornfish","Naso unicornus","Naso unicornis","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Orangespine unicornfish","Naso lituratus","Naso lituratus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Black tongue unicornfish","Naso hexacanthus","Naso hexacanthus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bignose unicornfish","Naso vlamingii","Naso vlamingii","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitemargin unicornfish","Naso annulatus","Naso annulatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Spotted unicornfish","Naso brevirostris","Naso brevirostris","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Barred unicornfish","Naso thynnoides","Naso thynnoides","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Titan triggerfish","Balistoides viridescens","Balistoides viridescens","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Orangstriped triggerfish","Balistapus undulatus","Balistapus undulatus","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Pinktail triggerfish","Melichthys vidua","Melichthys vidua","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Black triggerfish","Melichthys niger","Melichthys niger","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blue triggerfish","Pseudobalistes fuscus","Pseudobalistes fuscus","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Picassofish","Rhinecanthus aculeatus","Rhinecanthus aculeatus","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bridled triggerfish","Sufflamen fraenatum","Sufflamen fraenatum","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bigeye scad","Selar crumenophthalmus","Selar crumenophthalmus","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Mackerel scad","Decapterus macarellus","Decapterus macarellus","Balistidae (Triggerfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Grey reef shark","Carcharhinus amblyrhynchos","Carcharhinus amblyrhynchos","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Silvertip shark","Carcharhinus albimarginatus","Carcharhinus albimarginatus","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Galapagos shark","Carcharhinus galapagensis","Carcharhinus galapagensis","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blacktip reef shark","Carcharhinus melanopterus","Carcharhinus melanopterus","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitetip reef shark","Triaenodon obesus","Triaenodon obesus","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bigscale soldierfish","Myripristis berndti","Myripristis berndti","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bronze soldierfish","Myripristis adusta","Myripristis adusta","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blotcheye soldierfish","Myripristis murdjan","Myripristis murdjan","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Brick soldierfish","Myripristis amaena","Myripristis amaena","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Scarlet soldierfish","Myripristis pralinia","Myripristis pralinia","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Violet soldierfish","Myripristis violacea","Myripristis violacea","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitetip soldierfish","Myripristis vittata","Myripristis vittata","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowfin soldierfish","Myripristis chryseres","Myripristis chryseres","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Pearly soldierfish","Myripristis kuntee","Myripristis kuntee","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Double tooth squirrelfish","Myripristis hexagona","Myripristis hexagona","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blackspot squirrelfish","Sargocentron melanospilos","Sargocentron melanospilos","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","File-lined squirrelfish","Sargocentron microstoma","Sargocentron microstoma","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Pink squirrelfish","Sargocentron tiereoides","Sargocentron tiereoides","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Crown squirrelfish","Sargocentron diadema","Sargocentron diadema","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Peppered squirrelfish","Sargocentron punctatissimum","Sargocentron punctatissimum","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blue-lined squirrelfish","Sargocentron tiere","Sargocentron tiere","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Saber or long jaw
Squirrelfish","Sargocentron spiniferum","Sargocentron spiniferum","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Spotfin squirrelfish","Neoniphon spp.","Neoniphon spp.","Holocentridae (Soldierfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Barred flag-tail","Kuhlia mugil","Kuhlia mugil","Kuhliidae (Flagtails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Rudderfish","Kyphosus cinerascens, Kyphosus biggibus","Kyphosus cinerascens, Kyphosus biggibus","Kyphosidae (Rudderfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Rudderfish","Kyphosus vaigienses","Kyphosus vaigiensis","Kyphosidae (Rudderfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Napoleon wrasse","Cheilinus undulatus","Cheilinus undulatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Triple-tail wrasse","Cheilinus trilobatus","Cheilinus trilobatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Floral wrasse","Cheilinus chlorourus","Cheilinus chlorourus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Harlequin tuskfish","Cheilinus fasciatus","Cheilinus fasciatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bandcheek wrasse","Oxycheilinus diagrammus","Oxycheilinus digramma","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Arenatus wrasse","Oxycheilinus arenatus","Oxycheilinus arenatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitepatch wrasse","Xyrichtys aneitensis","Iniistius aneitensis","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Cigar wrasse","Cheilio inermis","Cheilio inermis","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blackeye thicklip","Hemigymnus melapterus","Hemigymnus melapterus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Barred thicklip","Hemigymnus fasciatus","Hemigymnus fasciatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Three-spot wrasse","Halichoeres trimaculatus","Halichoeres trimaculatus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Checkerboard wrasse","Halichoeres hortulanus","Halichoeres hortulanus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Weedy surge wrasse","Halichoeres margaritaceus","Halichoeres margaritaceus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Surge wrasse","Thalassoma purpureum","Thalassoma purpureum","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Red ribbon wrasse","Thalassoma quinquevittatum","Thalassoma quinquevittatum","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Sunset wrasse","Thalassoma lutescens","Thalassoma lutescens","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Rockmover wrasse","Novaculichthys taeniourus","Novaculichthys taeniourus","Labridae (Wrasses)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellow goatfish","Mulloidichthys spp.","Mulloidichthys spp.","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowfin goatfish","Mulloidichthys vanicolensis","Mulloidichthys vanicolensis","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowstripe goatfish","Mulloidichthys flavolineatus","Mulloidichthys flavolineatus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Banded goatfish","Parupeneus spp.","Parupeneus spp.","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Dash-dot goatfish","Parupeneus barberinus","Parupeneus barberinus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Doublebar goatfish","Parupeneus bifasciatus","Parupeneus trifasciatus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Redspot goatfish","Parupeneus heptacanthus","Parupeneus heptacanthus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowsaddle goatfish","Parupeneus cyclostomas","Parupeneus cyclostomus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Side-spot goatfish","Parupeneus pleurostigma","Parupeneus pleurostigma","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Multi-barred goatfish","Parupeneus multifaciatus","Parupeneus multifasciatus","Mullidae (Goatfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Fringelip mullet","Crenimugil crenilabis","Crenimugil crenilabis","Mugilidae (Mullets)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","False mullet","Neomyxus leuciscus","Neomyxus leuciscus","Mugilidae (Mullets)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowmargin moray eel","Gymnothorax flavimarginatus","Gymnothorax flavimarginatus","Muraenidae (Moray eels)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Giant moray eel","Gymnothorax javanicus","Gymnothorax javanicus","Muraenidae (Moray eels)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Undulated moray eel","Gymnothorax undulatus","Gymnothorax undulatus","Muraenidae (Moray eels)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Octopus","Octopus cyanea","Octopus cyanea","Octopodidae (Octopus)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Octopus","Octopus ornatus","Callistoctopus ornatus","Octopodidae (Octopus)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Threadfin","Polydactylus sexfilis","Polydactylus sexfilis","Polynemidae"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Glasseye","Heteropriacanthus cruentatus","Heteropriacanthus cruentatus","Pricanthidae (Bigeye)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bigeye","Priacanthus hamrur","Priacanthus hamrur","Pricanthidae (Bigeye)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Stareye parrotfish","Calotomus carolinus","Calotomus carolinus","Scaridae (Parrotfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Parrotfish","Scarus spp.","Scarus spp.","Scaridae (Parrotfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Pacific longnose
Parrotfish","Hipposcarus longiceps","Hipposcarus longiceps","Scaridae (Parrotfishes)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Dogtooth tuna","Gymnosarda unicolor","Gymnosarda unicolor","Scombridae"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Forktail rabbitfish","Siganus aregenteus","Siganus argenteus","Siganidae (Rabbitfish)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Heller’s barracuda","Sphyraena helleri","Sphyraena helleri","Sphyraenidae (Barracuda)"
